Problem ID,Function ID,Instance ID,Algorithm,Best Solution (X),Best Function Value (F)
bbob_f021_i35_d20,21,35,L-BFGS-B,"[-3.761939392555696, 0.5033680284284534, 2.227485921842885, 1.2481166877009255, -2.6720997403605917, 4.786167516933381, 1.5795143517562809, 3.116157807452146, -3.166281339695735, 4.762338603242157, 3.5745162841406644, 2.406748514324823, 1.7490945950021803, -3.0384503825765035, -0.17219950907154596, 0.026872141772398037, -4.203291390095649, 1.0154210684335832, -2.921870917903662, 4.267290918158233]",355.5805858181251
bbob_f021_i35_d20,21,35,BIPOP-CMAES,"[-2.626605072791898, -2.2587390002745553, 0.19991062190648604, -1.9953627988429241, 4.678808703037456, 3.378921371028961, -0.7792361554088562, -2.868732964694257, -1.2405426786205116, 0.704228262815197, -0.10230595541579073, 0.3761590836893013, 4.351655258016719, 3.227287434883764, 0.30265577610295824, -4.858093645180345, 3.831773551560044, 2.317208487577183, -3.261597530750566, -1.9007151900230448]",352.85496779641306
bbob_f021_i36_d20,21,36,PSO,"[0.7748220444601447, 1.7514232671094232, 0.054685982026659224, 1.4307808136050002, 1.47659373180421, -1.0356365878695653, 0.04455853677795757, 3.3604077942337955, 2.429647984363197, -1.5218497468172316, 0.9324615839655206, 1.868245673218393, 2.955918772582936, 3.800263216608267, 3.749404275143718, 3.495380064228745, -1.4832608366017856, -1.2640950865176745, -3.0829792109843823, -2.6528601622221726]",-6.519999893053238
bbob_f021_i36_d20,21,36,CMAES,"[-3.2113420372573724, 4.321907857173459, 1.5052333961731357, 0.14379655014978088, 2.9486813573922017, 2.5385042327194274, -0.9271169365439036, -4.066615860161482, 3.0029685279050398, -0.06037830366838559, 1.7742000214878093, 3.5485566522169556, 2.2379163750859563, 4.640109670807364, 3.9842234326859547, -3.530415737482963, 4.824469705029632, -0.7917243016002784, -3.8982122414606177, 4.731598888191646]",9.162283035225418
bbob_f021_i36_d20,21,36,DE,"[-1.2830176434623168, 0.7190017691267417, 3.881509968728135, -3.4527459855804317, 0.662773558136228, -2.301747754947276, -0.2307391860511975, -4.515114014144229, 4.123059745521438, -3.239906178202632, -0.8177123888473368, 0.3902831800821066, -3.8884725809429894, -3.4119102041741503, 0.9977853071889995, 1.8972750182487403, 4.209937202572528, 0.25704010412414763, 0.6475631287045404, 2.8503784003855643]",0.21042017333429097
bbob_f021_i36_d20,21,36,L-BFGS-B,"[1.6864730395107799, -2.4556776526833755, -4.8348188356851605, 3.683249285753276, 1.0026907587469065, -2.9310604397001483, -1.2591098390214024, 4.6917295614232915, -0.10851146962279236, -1.5036513023418354, 2.5297169704982836, -3.0720783907041023, -2.1299117395870955, -0.11619441632439022, -1.9849742172443638, 0.7539077019110784, 1.6843905988082684, 1.3795376200943281, -0.7042650559587363, -0.017009668629182045]",21.367570693907314
bbob_f021_i36_d20,21,36,BIPOP-CMAES,"[-2.8788671803532746, -2.00052830826224, 0.9665307751461035, -0.40252330906694567, -0.0781629911545999, 2.727826665231797, -3.7935591735935907, 1.994800014671502, 4.3147356490092195, -4.223247607766937, -2.7015936909607254, 2.2632237898424146, -3.3760475019014278, 4.118470840997127, 4.739888959113774, -3.396822926943972, -0.3663596693968427, -0.2484622798943501, 4.0942111374814925, 2.5932239260250145]",-3.3501944127033916
bbob_f021_i37_d20,21,37,PSO,"[0.5870118316064121, -4.449373102524472, 1.3505412668152363, -0.03810989172384723, -1.0189118691683219, 4.9294257861191015, -0.8188184899099655, -3.7797621156451684, -2.633813872449657, 4.102330842816734, 0.3656228620157548, 4.236833295624288, -3.0063055157716674, 4.676982662139507, 1.894007648398214, 3.9820576101410747, 0.40882864356725784, -4.015046981985219, 2.202715209525449, -3.4579816877455816]",148.5345002602475
bbob_f021_i37_d20,21,37,CMAES,"[-4.713415481858064, 1.627591485395671, 3.339994426377782, 1.999861777582014, -1.8714858786875457, 0.9569429539944796, 2.106322245856366, -0.012468869431364382, -4.3707618943696325, 4.687654036762899, -2.8912296785591716, 4.158158052543218, -0.3630553822452729, -2.2905868810123318, -0.812776813540812, 0.8246202881190525, -1.0556847427047455, 0.777035591231888, 2.974603404629839, 0.9892672251251664]",144.87755483240997
bbob_f021_i37_d20,21,37,DE,"[3.707161188965519, 3.582844357724092, -1.2814308142603323, 3.6470892855673873, -3.871635721178132, 4.245215771259945, 0.5470533160485321, -1.3780891841018104, -1.7937604619334102, -2.8240796570684004, 0.3027781659898491, 2.714747597459981, -0.18072854885758294, -0.5670400791310108, -0.7689862248110583, -2.846917353447937, 0.79429154975349, -4.12022619226512, 2.3394243061757907, 1.7172550260339934]",138.6306580486699
bbob_f021_i37_d20,21,37,L-BFGS-B,"[-4.606791297751158, -0.12242385609517017, 0.7652508691196305, 4.178056956295787, 2.0536817064386756, -3.8742295621256773, 4.4430539640090405, -0.5078100886144008, -2.854277953135634, 1.9851312015429103, 4.269989932699835, 0.33702463868444077, 3.483349176554959, -2.7480920931210346, -3.1934275342239493, 4.298106216184105, -3.308954092018476, 0.10359537445387881, 0.8518523517292521, 0.94962133299337]",138.48999739065104
bbob_f021_i37_d20,21,37,BIPOP-CMAES,"[-1.8556403321057806, 4.997060953314893, -0.11969940771778474, -0.10555250938226474, 3.411145956243801, 1.1880901375222386, -1.5344000902035455, 1.9735553924861313, -4.875529595340046, -0.06174738040911369, 1.130528247231156, -2.4438032093876583, -1.7861796420083402, -3.386788743592934, -3.7622715582048, 2.0345357599780964, -4.860687808673778, -3.57970838422476, 2.210953102767224, -2.1796120733203406]",161.47058581776247
bbob_f021_i38_d20,21,38,PSO,"[-0.9712288703319164, 1.1228822960594116, -2.740579958666741, -4.096943216758661, -1.492159936896569, -3.285234005598739, 4.2580793615193215, 0.1426922494834436, -2.1941881964381156, -0.27585750058185154, -1.5613005683438825, -1.199337329756755, -2.1406043525342433, -4.484847895822829, -2.7939507869980926, 3.754958000314786, -2.5266316283639743, -0.03951114256748593, -0.23640978785314368, 1.1345590411530735]",-74.93136495161528
bbob_f021_i38_d20,21,38,CMAES,"[0.40006444536862773, -0.1554530012671087, 2.652926621171135, -4.639012322238125, 1.851318690203703, 2.510024796914826, -3.1321311960326677, 2.576968097339824, -0.17734597852527756, -0.7944981712223189, 0.4823840269714008, -1.706479073227623, -2.572633056892645, 1.5833549419304944, 2.441829112221507, -2.3980869864632783, -3.1490357658706873, -0.6538318148006992, -0.10297701534773296, -2.17112526773371]",-51.65464213426527
bbob_f021_i38_d20,21,38,DE,"[-0.8570667266681453, 1.2230457771092789, -2.801198888240598, -4.1772196392703735, -1.4196662155163668, -3.139450382896415, 4.21142192109252, 0.06592714376550893, -2.1991258211363345, -0.36451105638082815, -1.4478821538666211, -1.2081648245746721, -2.0901485242891775, -4.266168140099559, -2.829928071653407, 3.815557042826863, -2.648451033295075, -0.020232031459259475, -0.21061872400870452, 1.1988266887289662]",-74.88301251776127
bbob_f021_i38_d20,21,38,L-BFGS-B,"[-3.7136543356872975, -3.352008188274063, -3.808453234022051, -1.3122463832575237, 3.2496091650318464, -2.8442296294662173, 0.977763276520073, -1.7435303555689177, -0.3628743965216275, -3.7037802415794565, -0.7538701018135694, 3.9510370873248664, 3.1571591253535054, 0.18801583694131646, 4.081814002057465, 2.7955972831443217, 0.6008561548299008, -2.3136639944768893, 1.1714837457560496, -2.316714327036749]",-10.543042250845488
bbob_f021_i38_d20,21,38,BIPOP-CMAES,"[-0.004920316870142535, 4.130929895812944, 2.938991517068441, -0.8009475494516564, 2.1266697849687066, 2.0234811564519153, 3.9469436224953465, 2.0896674812914706, -3.7188492952625447, 2.1658034994228785, -3.0096898765559357, 1.1369785898869882, 3.725973118341945, -4.60910366118099, 1.1850119335061933, 3.608220251595295, 3.357689719715002, -3.0839059464473504, -2.4993390570852543, 0.14470765214764955]",-62.80332502346543
bbob_f021_i39_d20,21,39,PSO,"[-4.054428541044131, -1.2349897497619886, -2.572782434663001, 0.6996092073569105, -2.6536975462719017, -1.8346210736026245, 0.5983094169971599, -1.4017225240429143, -0.8332505009669409, -1.6144364974390046, 0.38258868193805773, -2.7159381630735684, 0.3935276795237389, -1.6349335578434694, 1.5502317585567518, 3.3038396841843287, 2.9868106517404094, -2.740588391617779, -0.1135652621142409, -1.0486814990680116]",1008.171166801315
bbob_f021_i39_d20,21,39,CMAES,"[-1.1943763138709858, 4.174409931196973, -2.2128469000200646, -3.667520790084468, -0.647878409704826, 2.4904868820613215, -1.5645401470362428, -4.233042771700603, 0.0518262925572639, 2.406837837255546, -1.2965284180061847, 0.43820456238552996, -2.370572693847, -0.5385305271529282, 1.3186104272873145, -4.138130740980733, -4.487187169900045, -1.1629882289983944, -2.3884390650881517, -2.067548608564378]",1009.4812803670695
bbob_f021_i39_d20,21,39,DE,"[-3.501343393341506, 3.6691506251772497, -2.7357650267870164, -0.2891795458710996, 0.3030282917289661, -4.1769075940679095, 3.860570785310828, -4.712288936664377, -4.092396694674495, -1.672981036884051, 1.6224639189301615, -3.120857816736946, -2.986568350796606, 2.2939062026563377, 2.3272309839204652, -0.7562107975492953, -2.8414534003310594, -3.274275392601715, 4.103385239457914, 0.2638920673402332]",1006.61754096413
bbob_f021_i39_d20,21,39,L-BFGS-B,"[-3.9504008934219077, 0.8749003005627227, -0.12250881367722294, -3.060150322595213, -0.6382329391117912, -4.350492851706884, -0.10369143381674063, 0.11123642214853834, -1.7383011779327726, -2.242289564877484, -2.584196855070511, -1.0140277499869372, -2.3343270531321125, -0.6349202197278362, -2.266486033099689, -0.8796129039454429, 2.6639329498611377, 2.154623972061125, 2.17295758631532, 1.864896472879747]",1001.999385536585
bbob_f021_i39_d20,21,39,BIPOP-CMAES,"[0.45929435263184837, 1.8844618905654367, 0.7036080133356427, -4.818881558078583, 2.3309559635065873, 2.152955260089238, 3.3040177509807487, 0.9135737814982697, 0.6254437165545985, -0.6998083299356466, 0.5034043015525541, -4.491979197219346, 0.8904479996106553, -1.678682776568254, -1.2048523677672913, 4.596165438898364, -3.7915429597833725, 1.1223491099203624, -0.7052868334616412, -3.6226294408193964]",1002.2558046240802
bbob_f021_i40_d20,21,40,PSO,"[-2.7763686411474757, -3.495605239909184, -2.606900226940844, -0.24941075780861618, -1.487343786988743, 3.2143348519256847, 4.375886025475236, 0.7187423102708745, 0.4281137949825154, -3.1165686424778944, 0.5979195230767941, 0.09390037534132065, -3.7366978577669707, -1.72379212790328, -1.2449467932939964, 0.72669415142034, -2.7653866279664987, -0.9324376490474139, 3.064054929009132, 4.122164393363181]",-82.65627769931952
bbob_f021_i40_d20,21,40,CMAES,"[2.9590056899093398, 3.087249146701886, -0.09794042646649004, 0.08591582753574212, -0.006392678596006007, -1.7177944386613326, 0.120965790776701, -0.9713580671115354, -2.849819307110986, 0.38310153491995, 0.5880911471756898, 0.397729636409454, 4.641332990847204, -3.4568414961056178, 3.987629136552929, 1.6252635991387345, 0.8653518347152014, -0.14597827641688887, 4.384883889925666, -0.7604604684610257]",-80.71144943241443
bbob_f021_i40_d20,21,40,DE,"[-2.5122301338380053, -3.630250328716677, -2.788159301231678, -0.29845383272586107, -1.0043451213042345, 2.880707830115146, 4.393148758675188, 1.0136956491458369, 0.6288155600332569, -3.264788746962808, 0.5130308433475024, 0.07029592913379057, -3.484352321617565, -1.628186260906169, -2.383489033434545, 0.20756279848790415, -3.04301370958094, -0.6164206165066091, 2.9684611224723865, 4.254836364100799]",-80.16943577459833
bbob_f021_i40_d20,21,40,L-BFGS-B,"[4.693074098661362, 2.2755343912009494, -2.7125754565673206, -0.0081089255252564, 1.351554383661748, -1.937927515890764, -1.8968695759526142, -1.3271513961198467, -3.1106516845914, -0.6711952516577868, -0.2673430974941701, -0.668678127425129, 3.3591114869292973, 1.5498747494956215, 1.036409420649795, -3.3987854323671054, -2.702186885568117, 3.7948182384333995, -3.0128446858334503, -3.0972843530762337]",-33.19277379993616
bbob_f021_i40_d20,21,40,BIPOP-CMAES,"[-4.0687401025154335, -0.8190746350875255, 2.8066675114620177, -0.9049735100907069, -3.431323210310339, -3.141362347980373, 2.487815123943846, -0.4892730217137863, 0.6152171076939826, -2.7392713161097237, -1.6776252914569076, -2.1081859295897494, 1.07030587336897, 1.3274040528285174, -0.8229252439407742, -4.718124137089217, 3.1232255777107314, -2.221127362448466, 1.0154852747263488, -2.9137475624492692]",-76.39551259689657
bbob_f021_i41_d20,21,41,PSO,"[3.2023003193862203, -0.6309462343192036, -2.137123048891925, 0.5764553277225716, -2.16418571328057, 4.608093350236529, -1.9214230803598726, -1.895976594988381, 3.319004629453408, 0.47534025964683424, -1.287173865292643, 0.9243449514154671, -3.217242757285227, 1.2121467213438089, -1.5484890065992816, -0.2062534210960317, 4.587864176127211, 4.2908912292438375, -2.8409283401647745, 2.936614367984677]",-978.8150314553393
bbob_f021_i41_d20,21,41,CMAES,"[-2.260583672133315, 1.321266606185464, -2.0537309797052905, 4.375526641885207, 2.4431444657708727, 4.849800357297267, -3.665878665760338, -2.4218620221392753, -4.233966360006018, -3.2404576371490945, -4.861971048795381, 3.8169079096698297, -2.5573158649082526, 2.04803116981938, -1.2847181542016504, -4.307036799796841, -0.21495055660319107, 0.3833188207146492, -1.5145737237196726, 3.547987034791195]",-997.7441953759198
bbob_f021_i41_d20,21,41,DE,"[-0.22954723631883622, -3.558456107255222, 4.031637666475786, 3.1667855709226362, 0.4602672264211391, -3.035939411381693, 0.36865062524828457, -1.5541780711405817, -2.0996272797236974, -0.8024561905138163, 3.1464639404604977, -1.819443213670663, -1.9808921758584268, -0.28896222431355567, 0.03248000331735035, -2.5627037764474654, -4.763415410669134, 0.4898093342406338, -0.6077231945737005, 3.5208927359553948]",-997.9401810830134
bbob_f021_i41_d20,21,41,L-BFGS-B,"[-0.294072172876455, 0.9704442650975826, -1.1076995832162582, 3.7723032910057728, -2.760923900933311, -3.1635120968194315, 0.8568694473929052, -4.493695618765119, -0.8718514818600275, 3.9218926325716073, -2.2007063675092007, -1.2816333651022846, 0.3269972248670717, -0.11458013547913279, 4.824277139671971, 1.0400506047578564, -0.3291480372538607, 0.7616860622307908, 2.0292516684815687, 2.2075034431667295]",-953.9232293841889
bbob_f021_i41_d20,21,41,BIPOP-CMAES,"[-3.145731976113736, -4.35158347210233, -0.8641661355803092, 1.4830273675612105, -1.2266739407066336, -4.602092667026831, 1.3285086299489164, -4.067006068045342, -0.7098844323305756, -1.0266000787657774, -4.170450396826727, 2.5924088854009733, 3.765699564963627, 1.9215821472051449, 3.158917129128023, -1.7548515024868543, 4.078675958433747, 0.11383844166714524, 4.636003611537628, 0.4985136963129139]",-974.6046421342653
bbob_f021_i42_d20,21,42,PSO,"[-1.4194473477256122, -1.4497811836305508, 0.42125355219638705, -1.7855010410540055, 3.878481332672994, -3.379957216619975, 1.362201862493801, -0.6601478964475496, -2.66723545942128, 1.61077833795796, -2.017481549589302, 3.1419668413711226, 1.086840517059331, -2.4198975983560285, 3.203704502899651, -2.202609951862727, 2.806758422991025, 3.28438161569379, 4.058691612034403, -2.5274403318187324]",133.74938491558225
bbob_f021_i42_d20,21,42,CMAES,"[3.442471293765399, -1.4494064296555154, -1.4161615377512744, -2.373958355410518, 0.0598670515832147, -2.6725132856341, 2.1211665334214223, -0.8326528926833996, 0.8664318881841995, -0.445502265748682, -3.3984405081503395, -0.09387043335984835, 4.469344570803836, 1.3469715217956892, -2.384367950260293, -0.732997338954986, -1.607946972160914, 3.6707277334496453, 3.153306664699846, -1.5443897634515906]",156.38832292339592
bbob_f021_i42_d20,21,42,DE,"[3.5552778601146153, 0.12540965751654795, 2.8837129080885098, 2.950624339266306, 2.627291675844554, -3.133576714072739, 2.4008276423415458, 2.6948025030154916, -3.0095486351841605, -3.322501092755793, -1.272457349569411, 4.049002063315922, -1.9833996572715549, -3.573182815241621, 3.103754724588436, -1.8722418718735503, 0.34268129444187045, -3.370176341250712, -2.1786542087110816, 0.1209647740039611]",133.67259562483179
bbob_f021_i42_d20,21,42,L-BFGS-B,"[4.951859901872321, 0.35691020793814443, -1.7559322742381096, 3.289373991582176, 2.147567468962123, -1.221004406189336, -1.799969476419949, -3.4527370252823886, -3.9949207675506853, 1.5192542795651562, -3.785784659247193, 0.2920250875483349, 0.5124153552093327, -2.009494845823124, -3.8734745088657676, -2.20659445423808, -3.0275793446062935, -1.8996000863596139, 4.5876867887557715, 1.3479649409659158]",153.59968791086442
bbob_f021_i42_d20,21,42,BIPOP-CMAES,"[-0.2535533297464397, 0.2901184846100369, 4.711403213284093, -2.993534322661339, 2.001669861517138, -3.3638551592075414, 3.7804332058439227, -0.9492764440439688, -1.408667406278984, -4.703248570503174, 4.997049963077869, -1.2228004455805113, -2.815225128955079, -1.6073594201530623, 1.5546090297433088, -0.12032701026590689, 4.720027612706108, -1.6777373505258975, -2.4545211475568367, 3.073944225830579]",137.01280366917396
bbob_f021_i43_d20,21,43,PSO,"[-2.966593473671684, -0.8753506809752346, 2.892589267848625, 3.7227749668791716, 0.8867064234417485, 1.7331119883784332, -0.8859540586239383, -2.72876163943588, 0.9536202875971576, 1.8094577864691566, -1.7688784778567013, 1.301874235597615, 2.5837542949431547, 1.309062165030998, 0.4890503226608135, -0.9022754557890692, -0.33845519643505584, 1.414819968874722, -2.212627981292683, 1.8410364086880235]",114.49786517585547
bbob_f021_i43_d20,21,43,CMAES,"[-0.1251038720696247, -0.7896108137979843, 4.923940185483907, 3.8781778282580106, -4.819868086555049, -0.005641721941798572, -0.9898465908946292, -1.8349966635838513, 3.3036440817760457, 4.630443483303223, -4.003249348825692, 1.016363010457538, -0.8610599459029213, 3.648988475291521, -0.6636722392683243, -2.394703634373167, 1.2584945290089973, 0.0036740943700479534, 0.5345924913163369, -0.9323499174288967]",126.05432310662766
bbob_f021_i43_d20,21,43,DE,"[-1.3597267586119837, -3.6707763361440424, -2.5274602918157107, 1.9639356882306607, 3.218481062906826, 2.4595465664743994, -1.0918056648708305, 0.4857203461394324, 3.3231602515765246, -0.9411519141550108, -3.4571981280411936, -1.51573930785797, -0.8876275265208085, -1.3495182524697236, 3.6267119591253003, -3.707900583789136, 2.9021584235308455, -2.52231443592382, 0.3633861501696459, -1.0400502181406912]",122.75778024510272
bbob_f021_i43_d20,21,43,L-BFGS-B,"[-1.2689361297506434, -3.6817758024244136, -2.6656437983582135, 1.9613940187868335, 3.36564991612921, 2.492202276298734, -1.1197525385595812, 0.43775097893487414, 3.2920661879174835, -1.1258305536239488, -3.6223319064472523, -1.5832764598412388, -0.9063390949569489, -1.2187281035666822, 3.743373452410163, -3.767441995495552, 2.8424128679467473, -2.712847516324688, 0.50239983416757, -1.0138954969411063]",122.61348899248567
bbob_f021_i43_d20,21,43,BIPOP-CMAES,"[4.194260973968613, -1.7031254195031806, 1.2303616768697254, 3.4954386600548224, 2.943814961784818, -0.5628986533879488, -0.7130089926916829, -1.3111088068890793, 3.314596090203835, -1.0041207218425203, 2.1930055713279484, -0.2733159966171194, -0.11472615990045301, -4.5914167101120755, -3.542007349035453, 4.9605063736433195, -0.24852235545313237, 2.057917202076616, 4.0881105152474015, -2.155888665599987]",122.34658453140476
bbob_f021_i44_d20,21,44,PSO,"[-1.759589220364097, -3.3844364365169963, 2.6984412761210628, -2.8982543090429274, 0.6625374043375384, 4.015276764525659, 2.5241468390777726, 3.2106639616390016, -0.5373976686360069, 1.0254765241340857, -3.6602838209225994, -0.48957053507113735, -3.2559189013246987, 4.9435432803719275, -0.308631550013956, 0.2469432517632944, 0.8984174599908268, -1.4809033040276918, -0.22937204086206528, -2.4048295460170888]",-24.156795920615266
bbob_f021_i44_d20,21,44,CMAES,"[3.688291659290371, -0.3474967909725821, 1.7368883208623949, -0.18303752734692846, 0.1837789720024885, 2.393309857421306, -3.2555088673096724, -0.3783232711871847, 4.073087267586285, 2.1264845735368274, 1.5208058360418955, 2.153424787249472, -2.7133062483647965, 1.881220500196684, 2.2306202763478344, -3.751578218392461, 4.602732917173716, -1.2262856515455267, 0.08624919349468207, 3.2353333883469837]",-22.322164632367542
bbob_f021_i44_d20,21,44,DE,"[2.822649492401875, 0.25375305996874853, 0.7039082123370899, 0.16898121677439126, -1.390264003670352, -4.220237867092459, 0.3672445072393218, -2.1590451140301496, -0.4801373753610849, -2.470824649470293, 0.9416882515686296, -1.3231682106115903, 0.521520793832875, 2.093610696832455, -0.8054198322885131, -0.49593313931017047, 1.741421928174291, 2.635105562912167, -0.30323605269045373, 2.996466609246642]",-25.454870488811036
bbob_f021_i44_d20,21,44,L-BFGS-B,"[-2.9116055509065233, 1.7046695509573353, -0.07372658926442141, 3.619784219135721, 0.9452035482140939, 1.8133562505835685, -1.1316517901588585, 0.22490435220603505, -3.568494374556147, 2.4853798291481826, -1.7523642089808795, -3.066718844541505, -2.8417280943205383, 0.4912995310814419, 0.9958586816877196, 0.4439360864313555, -1.3678480956159287, 2.274619777490893, 2.497120539895051, -4.818938641847609]",-19.301449411154167
bbob_f021_i44_d20,21,44,BIPOP-CMAES,"[3.688291717922372, -0.34749677479963703, 1.7368883303795484, -0.1830375229758746, 0.18377898958965813, 2.39330980714865, -3.2555088216430232, -0.3783232266875566, 4.07308724886935, 2.126484545124043, 1.5208058350679932, 2.153424788629618, -2.7133062770075806, 1.8812204688845517, 2.23062021168683, -3.7515782103427924, 4.602732920898101, -1.2262856839316152, 0.0862492408258866, 3.235333413799633]",-22.322164632367542
bbob_f021_i45_d20,21,45,PSO,"[-3.9530003108799034, 0.54516349594753, 1.6245589922577317, -1.8328393154139295, -0.5442328609739865, 2.0078111361301847, 1.6620937657682457, -0.7894030821002602, 3.7956203489464673, 2.1541044007945764, -2.816968018350296, -2.1940887481764717, -0.7996966603570943, 2.189230132558814, -1.7499681490224983, -1.1694814103125017, -2.7826312003640385, -0.02443463393195678, 3.388759333573151, 0.358393367476711]",99.82755619886034
bbob_f021_i45_d20,21,45,CMAES,"[1.081526230136979, -3.271426056627389, -0.24777914798747513, -1.8131161743673534, 0.6127488095120786, -0.49989963201823073, 0.6863224116348281, 0.6847900586812008, -1.0008291203258786, 4.049080213659336, -0.6495839652482633, -2.502828640605832, 4.295611421457895, -3.7730415710009098, -1.1391388279194947, -4.399469147246649, -3.457670040323515, -0.7349523736441208, 2.1844079280582296, 3.1345823704851696]",94.31301937782278
bbob_f021_i45_d20,21,45,DE,"[1.719831586840102, -0.37637877578766105, 3.4833191085078186, 1.3984172132536845, -0.6543468907179069, 2.545807493548369, 3.140546388646828, 4.056291286412959, 3.308389320574108, -1.4085171029381185, -4.090679095674552, 2.3147621752544714, -1.312238494143275, -0.9915339061593361, 4.842202959368169, -1.8642910468403189, -3.845312593468532, 4.7893566680658965, 2.9199380627408837, 3.7743814403960894]",95.60861275682456
bbob_f021_i45_d20,21,45,L-BFGS-B,"[2.011075916981129, 0.7400660105583924, 0.7828423568920511, -3.409428624459837, -1.761726770836989, 2.4310055686622927, 4.3646159706926415, 0.2069008691118456, 3.1173592649132615, 3.445209160880642, -2.3410052249515885, 3.560839518581262, 1.5247816400632166, -3.346788706146535, 0.18017962941450677, -2.8918263343467063, -1.9110809144682082, 2.9596628352865517, 1.7471551154907992, -0.3974008898188358]",96.67177929801693
bbob_f021_i45_d20,21,45,BIPOP-CMAES,"[-3.9531604268109346, 0.5453938666870296, 1.6245787520537838, -1.8335338949284392, -0.5444681744382281, 2.0078394392638317, 1.6619424710162405, -0.7896215525551086, 3.7956758891149014, 2.154262369497018, -2.8170042696587876, -2.1943024566836637, -0.7991570170234121, 2.189018540561347, -1.750200090279142, -1.1697748214589838, -2.7826409565375805, -0.02373200101132666, 3.388720036315749, 0.3589806916584014]",99.82755483240994
bbob_f021_i46_d20,21,46,PSO,"[-1.558733374832753, 1.6383710306739354, -1.43274630181691, -0.7687820115683378, -0.3181028500789984, -3.3892530827109284, 1.6874395855319013, 3.6989931996122087, -1.0524441222330727, -0.43179522800427483, -3.7683168096579895, -3.85864614373802, -0.3492861010089605, 1.5530984505054612, 2.9181222380899294, 0.051665995384918034, -1.3507265513420055, 0.04232396277711534, -2.3164173697801433, 1.3475550089672912]",166.0100043144937
bbob_f021_i46_d20,21,46,CMAES,"[-2.626929237089362, -1.1926928463088697, 2.933659648877911, -3.5889690039739275, 1.9495190122837878, 4.51961314527655, -3.982100064684948, 3.795634349890344, 0.7359328505503981, 0.9169704160932106, 2.483032355514747, -1.1435848865946578, -4.812557352330701, 4.730397673932389, 3.5134995940044043, 1.9246564528299102, -4.8810463391090995, 0.9119100047241844, 2.3264157347603724, 0.06955524925906698]",173.60356068464927
bbob_f021_i46_d20,21,46,DE,"[-0.6968686746607669, -1.5851937085329377, -1.0276740812241623, 1.1479385414858854, -2.8883476091299976, 2.338963600250008, 0.45831200384201687, -2.800608770042656, -4.894430633994447, 2.0493695829598626, 4.212621922980034, -0.2937562461359702, 1.4598196431310886, -1.918965817825891, 3.3107535094454206, -2.1633711347609363, 1.1482910016729426, 4.278560103690067, 1.1282842000829048, 4.998087748713062]",188.45389371813118
bbob_f021_i46_d20,21,46,L-BFGS-B,"[0.09850153036102398, 2.6437377177565535, 0.5189818218355189, 4.736470997991185, 2.033071553353647, 2.165632185735067, 4.809193631760699, -1.2961989728020535, 0.14927108288391439, -3.184057215712315, 3.4156455982437217, -3.735952235696936, -3.3124119065098236, 2.7972495302353853, -3.901903160846564, 2.81469814987527, -1.6102285596924468, -0.0818807360991375, -0.3401073426931354, 0.7768012290981334]",191.40535807903353
bbob_f021_i46_d20,21,46,BIPOP-CMAES,"[1.2449699622658426, -3.3308767303308078, -3.525878049635406, -2.0384889693839168, 2.4265167994657295, 4.408320934045712, 1.5930252638004914, -1.6603524141783166, 0.5028200409605311, -3.346381530570892, -1.9346753114205546, -3.4210858625639755, 0.8552886478285289, 3.294997779527197, 2.7055395127611357, -2.164192666813392, 4.836697882800709, 4.214811643518262, 2.467214490105417, 1.8102979584488588]",176.98448740310343
bbob_f021_i47_d20,21,47,PSO,"[-0.6172665110730435, 0.2246802151200521, -3.2653628611162593, 2.379830491059855, -2.4031190749809848, -1.2909715728904931, 2.8767634874954324, 3.766536304950148, 1.6522970965721977, 2.153165817287388, -3.164623078295621, -3.0457687606132655, -0.6909931667610302, 0.1610946234672609, 2.8191850544655024, 3.9996483706898402, 2.937215341140208, -2.255709979051619, -1.2149868372194998, 3.2287405999739063]",222.88348967882575
bbob_f021_i47_d20,21,47,CMAES,"[2.461461797989868, -2.125376145511901, 2.392038132691649, -0.4926122000025144, 1.8132466874308895, 2.9846773046281534, -0.21026127905312286, -0.09333184260775607, -0.04550635302008477, -4.825400886483476, 2.047685124668651, -0.5809983204996332, 1.924280692118038, 3.83064111541227, 2.6642381194505322, 0.1507203646302493, -4.557866227475594, 2.8338234804974576, -2.0241593306466683, 0.6669018713729171]",255.27263366225063
bbob_f021_i47_d20,21,47,DE,"[-2.8713926616816665, 4.117104040049791, -1.652081075290253, 3.7853549283246597, -3.2788119365989914, 1.1415810878700952, 1.073994821517572, 0.9543300175898998, -0.6537735997501786, -2.5659968729675793, -2.215262431190902, -4.012586592318735, 2.050104597689582, 1.6187492657500129, 1.1327900931613284, 0.8848311801172166, -1.1008286741736804, -3.483050763443204, 3.7966648387426387, 0.11644216011327822]",216.83676265784715
bbob_f021_i47_d20,21,47,L-BFGS-B,"[0.6781881497828859, -3.434599621759977, 0.7142338370826736, -4.026806542786448, -0.1720614799125381, -2.6437378773661204, -2.3300509780023, -1.08089202966661, 3.57314791935332, 0.10041038497998095, 0.6972433819498814, 4.30974466957662, -3.0153834396267776, 2.827640912655623, 4.07159774491334, 4.453152307922816, 2.3731552603249697, -2.7957539688589326, 0.41904156428346456, 1.4648160618974242]",221.00931502429088
